dur,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
0.569211,20,0,1040,0,33.379537,13885.8877,0.0,0,0,29.958475,0.0,36.541867,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1
0.939992,14,10,774,556,24.468293,6119.201172,4263.866211,4,3,65.757849,96.382781,3344.343619,125.632789,255,3185529074,3378813932,255,0.158465,0.072543,0.085922,55,56,0,0,3,1,1,1,1,1,0,0,0,1,2,0,Fuzzers,1
0.806984,10,6,592,268,18.587729,5283.871582,2220.614014,2,0,8607.7683,14349.832,852896.4511,31798.666,255,1057528719,3773804157,255,0.26045,0.142301,0.118149,59,45,0,0,4,1,1,1,1,1,0,0,0,1,3,0,Fuzzers,1
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,51,2,16,16,6,51,0,0,0,16,51,0,Generic,1
1.083331,10,8,828,354,15.692342,5508.935059,2289.23584,2,1,113.783556,134.064281,6130.287224,234.720734,255,1855843892,1109017944,255,0.249808,0.144876,0.104932,83,44,1,0,3,1,1,1,1,1,0,0,1,1,2,0,Reconnaissance,1
9e-06,2,0,78,0,111111.1072,34666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,5,2,2,2,1,5,0,0,0,2,5,0,Normal,0
0.616027,10,6,534,268,24.349582,6246.479492,2908.963379,2,1,64.703778,91.621,3664.016414,133.259609,255,1047007683,3984467302,255,0.22215,0.157913,0.064237,53,45,0,0,4,1,2,2,2,4,0,0,0,3,4,0,Normal,0
6e-06,2,0,114,0,166666.6608,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,8,2,4,4,4,4,0,0,0,4,8,0,Generic,1
9e-06,2,0,90,0,111111.1072,40000000.0,0.0,1,0,0.009,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,7,6,2,1,1,7,0,0,0,2,7,0,Normal,0
7e-06,2,0,1868,0,142857.1409,1067428544.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,934,0,0,0,29,2,6,6,1,28,0,0,0,7,28,0,Normal,0
0.013472,36,38,2334,16290,5418.646026,1347981.0,9419240.0,7,12,0.374343,0.349514,24.025838,21.781305,255,2171987482,2172283353,255,0.000653,0.000529,0.000124,65,429,0,0,11,0,2,1,1,1,0,0,0,3,10,0,Normal,0
0.0,1,0,46,0,0.0,0.0,0.0,0,0,60000.712,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,Normal,0
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,7,7,3,7,0,0,0,7,14,0,Generic,1
1.1e-05,2,0,200,0,250000.0006,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,22,2,6,4,4,6,0,0,0,7,17,0,DoS,1
3.1e-05,2,0,1064,0,32258.06495,137290320.0,0.0,0,0,0.031,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,4,2,2,1,1,1,0,0,0,1,6,0,Fuzzers,1
0.004943,4,4,568,320,1416.143998,689459.8125,388428.0625,0,0,1.260667,1.142667,1.772248,1.57997,0,0,0,0,0.0,0.0,0.0,142,80,0,0,8,0,4,1,1,3,0,0,0,8,8,0,Normal,0
1.1e-05,2,0,168,0,90909.0902,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.004951,22,14,1470,1728,7069.278629,2268632.5,2593415.25,5,4,0.235762,0.304538,14.363603,0.405004,255,3765551558,1616292681,255,0.000804,0.000642,0.000162,67,123,0,0,2,0,2,1,1,1,0,0,0,1,5,0,Normal,0
7e-06,2,0,114,0,142857.1409,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,50,2,43,43,18,50,0,0,0,44,50,0,Generic,1
4.273954,32,16,26316,1596,10.996843,47719.74609,2802.089111,13,3,137.130801,281.186062,19281.30209,767.049813,255,1239267449,3727022316,255,0.122099,0.056159,0.06594,822,100,0,0,2,1,1,1,1,3,0,0,0,1,1,0,DoS,1
4.455073,10,8,534,354,3.815875,863.734497,556.668762,2,1,495.008111,625.833875,40819.9189,1224.796375,255,513402475,4287346266,255,0.102955,0.051825,0.05113,53,44,0,0,2,1,2,2,2,2,0,0,0,3,2,0,Normal,0
1.473062,12,10,1006,836,14.256019,5012.6875,4089.440918,3,2,131.833276,154.131891,7919.979232,283.317344,255,4129655438,2963916188,255,0.177944,0.085866,0.092078,84,84,0,0,1,1,1,1,1,1,0,0,0,3,1,0,Normal,0
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,4,4,4,4,0,0,0,8,11,0,Generic,1
0.00105,2,2,132,164,2857.142959,502857.1563,624761.9375,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,3,0,3,1,1,1,0,0,0,8,5,0,Normal,0
1.9e-05,2,0,90,0,52631.58129,18947370.0,0.0,1,0,0.019,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,9,6,1,1,1,7,0,0,0,1,7,0,Normal,0
3e-06,2,0,200,0,90909.0902,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,21,2,4,4,4,4,0,0,0,5,16,0,Backdoor,1
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,25,43,0,0,0,43,43,0,Generic,1
0.729771,12,10,1014,842,28.77615,10194.97852,8309.456055,3,2,65.121,77.092891,4210.790053,130.055617,255,1290844120,2221154930,255,0.1261,0.035924,0.090176,85,84,0,0,4,1,2,2,1,2,0,0,0,2,5,0,Fuzzers,1
23.524111,20,0,1280,0,0.807682,413.533173,0.0,0,0,1238.111125,0.0,1549.389875,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,6,2,2,2,2,2,0,0,0,2,2,0,Fuzzers,1
0.237957,10,8,784,1304,71.441479,23735.38086,38359.87109,2,2,26.439667,29.080715,1261.330236,42.231898,255,1184252863,4051382471,255,0.063558,0.034144,0.029414,78,163,1,255,1,1,1,1,1,1,0,0,1,5,1,0,Exploits,1
5e-06,2,0,104,0,200000.0051,83200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,Normal,0
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,14,14,6,14,0,0,0,14,23,0,Generic,1
0.492687,10,10,1380,1162,38.564039,20166.96289,16984.41406,2,2,54.743,48.958445,3674.832717,104.267891,255,3601648388,2967116479,255,0.111727,0.041692,0.070035,138,116,1,142,2,1,3,4,1,3,0,0,1,4,1,0,Exploits,1
0.219886,10,8,1038,966,77.312788,34017.625,30779.58594,2,2,24.431778,30.040285,1335.585092,53.844449,255,3181282286,2892886616,255,0.050966,0.005866,0.0451,104,121,1,58,1,1,1,1,1,1,0,0,1,1,1,0,DoS,1
3e-06,2,0,200,0,333333.3215,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,4,3,3,6,0,0,0,13,6,0,Exploits,1
1.299681,354,728,18890,1060890,831.742591,115948.4531,6521188.0,2,358,3.680867,1.786977,210.069126,116.444984,255,569762610,2720341896,255,0.000733,0.000545,0.000188,53,1457,1,524288,1,0,4,1,1,1,0,0,1,2,2,0,Normal,0
0.00096,2,2,132,164,3125.000079,550000.0,683333.375,0,0,0.011,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,2,0,1,1,1,1,0,0,0,2,1,0,Normal,0
0.254856,14,6,8928,320,74.551907,260256.7813,8381.204102,4,1,19.604308,50.839,1857.180197,80.554578,255,2313825397,2462132891,255,0.000648,0.000524,0.000124,638,53,0,0,3,0,4,1,1,4,0,0,0,5,3,0,Normal,0
1e-06,2,0,200,0,90909.0902,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,6,6,6,0,0,0,6,12,0,DoS,1
0.275,10,8,808,1836,61.81818,21178.18164,46749.08984,2,2,30.555556,37.615715,1500.150375,53.454766,255,972068368,1883702984,255,0.057632,0.011007,0.046625,81,230,1,507,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
0.614207,12,4,678,256,24.421733,8101.50293,2500.7854,3,1,54.364728,111.394336,2902.217203,157.527594,255,86542651,1059388919,255,0.0,0.0,0.0,57,64,0,0,5,1,1,1,1,1,0,0,0,2,6,0,Fuzzers,1
7e-06,2,0,114,0,142857.1409,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,25,43,0,0,0,43,43,0,Generic,1
1.1e-05,2,0,1932,0,90909.0902,702545472.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,966,0,0,0,2,2,2,2,1,2,0,0,0,20,2,0,Normal,0
0.005124,4,4,568,304,1366.120245,665105.375,355971.9063,0,0,1.184667,1.226,1.665475,1.726758,0,0,0,0,0.0,0.0,0.0,142,76,0,0,4,0,4,1,1,3,0,0,0,3,6,0,Normal,0
2.405343,14,12,948,682,10.393528,2930.143311,2082.031494,4,4,181.658697,210.693266,12875.19144,396.447219,255,2046473842,1128576847,255,0.249409,0.087714,0.161695,68,57,0,0,1,1,2,1,1,1,0,0,0,1,1,0,Normal,0
0.710639,10,8,826,1192,23.922132,8375.560547,11741.54492,2,2,78.959889,79.61057,4182.794961,121.117055,255,1496555033,2194216837,255,0.189969,0.121053,0.068916,83,149,1,189,11,1,2,2,2,11,0,0,4,2,11,0,Normal,0
1.2e-05,2,0,200,0,83333.33039,66666664.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,22,2,4,4,4,4,0,0,0,4,17,0,Fuzzers,1
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,8,2,4,4,4,4,0,0,0,5,8,0,Generic,1
0.264894,6,2,978,86,26.425664,24613.61914,1298.632568,2,1,52.9788,0.001,3219.509623,0.0,255,3952284736,1296605854,255,0.223987,0.117418,0.106569,163,43,0,0,6,3,2,2,1,4,0,0,0,3,4,0,Normal,0
0.746603,10,6,534,268,20.090999,5154.010742,2400.20459,1,0,10317.0009,17195.056,1024192.184,38144.884,255,2719518014,734201662,255,0.11446,0.049209,0.065251,53,45,0,0,2,1,2,2,2,2,0,0,0,2,2,0,Normal,0
1e-05,2,0,200,0,142857.1409,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,6,6,6,6,0,0,0,6,14,0,DoS,1
0.018945,36,38,2334,16290,3853.259597,958564.3125,6698126.5,7,12,0.532143,0.496757,37.831901,36.120445,255,1055707671,1056015123,255,0.000701,0.000554,0.000147,65,429,0,0,6,0,2,1,1,1,0,0,0,4,7,0,Normal,0
3.034887,16,10,5240,810,8.237539,12950.72852,1921.653076,4,2,200.965597,330.557344,16031.01783,657.95825,255,2545981807,3035431598,255,0.134829,0.059866,0.074963,328,81,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
0.018545,16,18,1540,1644,1779.45539,622917.25,669938.0,4,4,1.215133,1.130062,73.720399,2.313547,255,130687311,134910894,255,0.000579,0.000458,0.000121,96,91,0,0,7,0,6,4,1,4,0,0,0,6,17,0,Normal,0
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,5,7,0,Generic,1
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,4,4,4,4,0,0,0,4,16,0,Generic,1
5e-06,2,0,114,0,200000.0051,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,17,17,17,31,0,0,0,17,31,0,Generic,1
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,6,2,4,4,4,4,0,0,0,4,6,0,Generic,1
1.1e-05,2,0,200,0,90909.0902,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,4,4,4,4,0,0,0,4,10,0,DoS,1
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,40,2,13,13,13,40,0,0,0,13,40,0,Generic,1
1e-06,2,0,78,0,1000000.003,312000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,23,2,6,6,1,23,0,0,0,6,23,0,Normal,0
8e-06,2,0,104,0,125000.0003,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,14,2,3,3,1,3,0,0,0,5,8,0,Fuzzers,1
0.019988,48,50,2958,32368,4852.911652,1159495.625,12696017.0,7,18,0.417723,0.395633,23.902165,23.56559,255,2137278278,4282987763,255,0.000743,0.000591,0.000152,62,647,0,0,5,0,5,1,1,1,0,0,0,4,9,0,Normal,0
0.323211,10,6,546,268,46.40931,12177.80273,5544.365723,2,1,34.574556,53.938602,2001.233391,93.138133,255,949592708,1499039407,255,0.131795,0.053511,0.078284,55,45,0,0,9,1,3,3,1,3,0,0,0,3,9,0,Fuzzers,1
0.443978,10,6,588,268,33.785457,9550.022461,4036.23584,2,1,49.238556,73.971398,2615.222075,117.842492,255,3183150934,684676718,255,0.124918,0.07412,0.050798,59,45,0,0,4,1,2,2,1,4,0,0,0,2,4,0,Normal,0
0.696862,10,6,534,268,21.525066,5521.896973,2571.527832,2,1,72.442333,120.181398,3905.390599,193.216828,255,3147534810,1072912355,255,0.197912,0.095951,0.101961,53,45,0,0,3,1,2,2,2,3,0,0,0,2,3,0,Normal,0
0.31421,14,40,954,46846,168.677001,22558.16211,1162916.5,2,18,24.170001,7.836,1222.544788,938.193633,255,131453059,3864907315,255,0.051388,0.00583,0.045558,68,1171,1,22354,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
0.824205,10,6,534,268,18.199356,4668.741699,2174.216309,2,1,83.537889,119.808797,4626.592089,167.007563,255,3446249095,23314079,255,0.315845,0.225153,0.090692,53,45,0,0,4,1,1,1,1,3,0,0,0,1,3,0,Normal,0
1.467945,16,12,842,682,18.39306,4305.338379,3411.572021,4,4,96.692532,123.843453,5437.01446,159.579906,255,564656931,773608744,255,0.171939,0.105659,0.06628,53,57,0,0,1,1,1,1,1,1,0,0,0,3,1,0,Normal,0
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,11,11,8,11,0,0,0,11,18,0,Generic,1
1e-06,2,0,104,0,1000000.003,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,Normal,0
0.069136,48,48,2958,30622,1374.103194,335223.3125,3469683.0,7,17,1.464064,1.460447,87.665353,2.293873,255,1886953169,4085320962,255,0.000616,0.000492,0.000124,62,638,0,0,2,0,3,1,1,1,0,0,0,2,9,0,Normal,0
0.0,1,0,46,0,0.0,0.0,0.0,0,0,60000.76,0.0,15.492031,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,Normal,0
0.762621,10,8,564,354,22.291545,5328.990723,3251.943115,2,1,83.850667,106.348,6544.175704,160.413156,255,2496937308,3654068338,255,0.067005,0.018182,0.048823,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
0.02063,40,42,2542,21006,3926.320862,961318.4375,7951914.5,7,14,0.520641,0.486463,32.93855,31.038275,255,3929955966,1780720063,255,0.000834,0.000678,0.000156,64,500,0,0,12,0,1,1,1,1,0,0,0,3,9,0,Normal,0
2.478982,40,222,2090,283895,105.285155,6576.893555,912042.125,2,109,63.563641,10.894964,3100.614397,1299.956191,255,4073274238,2573550997,255,0.127051,0.062787,0.064264,52,1279,1,137216,1,1,1,1,1,1,0,0,1,10,1,0,Exploits,1
0.686085,12,8,996,746,27.693362,10645.91113,7614.217285,3,2,59.99882,89.016711,3019.439495,113.451461,255,3639988028,2375000877,255,0.095489,0.062967,0.032522,83,93,0,0,3,1,2,2,1,3,0,0,0,2,3,0,Normal,0
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,22,22,22,38,0,0,0,23,38,0,Generic,1
58.894917,50,0,5400,0,0.83199,718.8396,0.0,0,0,1251.720125,0.0,2070.47025,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,7,6,4,2,2,4,0,0,0,4,7,0,Exploits,1
0.267007,10,6,518,268,56.178304,13992.14258,6711.43457,2,1,27.205667,46.814801,1431.837076,70.729445,255,402968133,1280198960,255,0.102757,0.032926,0.069831,52,45,0,0,6,1,2,2,1,2,0,0,0,5,6,0,Fuzzers,1
4e-06,2,0,78,0,250000.0006,78000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,20,2,2,2,1,2,0,0,0,3,10,0,Fuzzers,1
28.833647,28,24,1448,1702,1.768767,387.602722,452.804321,7,9,1067.912963,1250.501375,115679.2175,3838.17875,255,3569014631,706012984,255,0.155962,0.071212,0.08475,52,71,0,0,1,1,2,1,1,2,0,0,0,2,1,0,Exploits,1
0.017075,40,42,2542,21006,4743.777361,1161464.125,9607496.0,7,14,0.426385,0.402829,28.581717,27.801176,255,2847766839,698472533,255,0.000693,0.000549,0.000144,64,500,0,0,9,0,1,1,1,1,0,0,0,2,6,0,Normal,0
5e-06,2,0,200,0,200000.0051,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,19,2,4,4,4,4,0,0,0,5,18,0,Exploits,1
1.004621,14,18,1684,10168,30.857407,12454.44727,76478.59375,3,5,77.251692,59.062292,8764.653252,7673.032913,255,890422495,891485310,255,0.000713,0.000558,0.000155,120,565,1,0,2,0,2,1,1,1,0,0,1,4,2,0,Normal,0
0.305992,12,26,1276,29348,120.918191,30589.03516,737797.0625,2,11,27.735,11.30084,1464.72203,1209.877065,255,2821070470,2516111289,255,0.042215,0.023467,0.018748,106,1129,0,0,2,1,5,1,1,1,0,0,0,1,1,0,Generic,1
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,44,2,36,36,15,44,0,0,0,36,44,0,Generic,1
0.475125,12,12,760,682,48.408312,11735.8584,10540.38379,3,4,43.193181,39.143637,2185.025336,45.183,255,2031105073,1944410426,255,0.053826,0.04387,0.009956,63,57,0,0,3,1,2,2,1,3,0,0,0,2,3,0,Normal,0
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,25,25,25,30,0,0,0,25,30,0,Generic,1
0.001015,2,2,146,178,2955.664893,575369.4375,701477.8125,0,0,0.008,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,7,1,1,1,0,0,0,3,1,0,Normal,0
8e-06,2,0,156,0,125000.0003,78000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,1,2,1,1,1,4,0,0,0,3,1,0,Exploits,1
5e-06,2,0,200,0,200000.0051,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,7,6,6,6,0,0,0,6,6,0,Exploits,1
0.921243,14,10,774,556,24.966268,6243.737793,4350.643555,4,3,66.782923,92.429445,3359.605925,113.867156,255,82948419,3540502179,255,0.151329,0.08937,0.061959,55,56,0,0,3,1,2,1,1,3,0,0,0,3,3,0,Normal,0
0.756133,6,2,998,86,9.25763,8802.683594,454.946411,2,1,151.2266,0.007,7560.942906,0.0,255,1712187253,3180052767,255,0.385206,0.27069,0.114516,166,43,0,0,5,3,2,2,1,4,0,0,0,2,4,0,Normal,0
3e-06,2,0,104,0,333333.3215,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,15,2,6,6,2,6,0,0,0,6,16,0,Fuzzers,1
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Generic,1
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,7,7,3,7,0,0,0,8,17,0,Generic,1
0.987898,24,58,1136,53744,81.992271,8818.724609,427720.2813,7,27,42.952086,16.921614,2003.481516,1239.074085,255,147002023,89169114,255,0.075652,0.022879,0.052773,47,927,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
2.7e-05,2,0,114,0,37037.03698,16888888.0,0.0,0,0,0.027,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,2,3,3,3,3,0,0,0,3,3,0,Generic,1
2.059687,52,54,2934,3742,50.978622,11178.39844,14266.24609,11,15,40.379744,38.852074,3133.994397,85.683289,255,952833060,3123829239,255,0.000666,0.00052,0.000146,56,69,0,0,1,0,2,1,1,1,1,1,0,1,1,0,Normal,0
0.5246,14,44,972,50423,108.654207,13770.49121,751475.375,2,20,40.353845,11.943023,2214.192691,1360.385256,255,4078926692,2737984547,255,0.054405,0.009857,0.044548,69,1146,1,24064,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
1.1e-05,2,0,200,0,111111.1072,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,1,1,1,1,0,0,0,1,14,0,Exploits,1
0.690035,10,6,498,268,21.738028,5205.533203,2596.969727,2,1,74.854444,122.282797,4041.361289,201.433516,255,2946282075,314154451,255,0.156561,0.07862,0.077941,50,45,0,0,2,1,1,1,1,3,0,0,0,1,2,0,Normal,0
2.154039,20,20,936,3894,18.105523,3305.418457,13741.62695,7,8,113.370472,109.734477,6352.710305,142.489812,255,4205918677,3622636148,255,0.141443,0.068468,0.072975,47,195,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
1.882665,14,14,798,764,14.341372,3148.728027,3016.999756,4,4,144.820389,134.774844,7470.981752,229.604172,255,2977269024,707325977,255,0.174907,0.100678,0.074229,57,55,0,0,9,1,2,1,1,1,0,0,0,4,5,0,Fuzzers,1
0.090321,10,12,528,8824,232.504077,42160.73828,716466.875,1,4,9.956333,8.165455,934.19782,839.244678,255,2050287530,2598478643,255,0.000621,0.000496,0.000125,53,735,0,0,3,0,5,1,1,2,0,0,0,2,3,0,Normal,0
0.644848,14,12,3302,678,38.768827,38049.27734,7716.547363,4,4,49.603692,51.235547,2652.274936,70.727727,255,3869827871,3404689008,255,0.087745,0.066946,0.020799,236,57,0,0,6,1,1,1,1,6,0,0,0,1,6,0,Normal,0
8e-06,2,0,78,0,125000.0003,39000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,11,2,3,2,2,5,0,0,0,4,6,0,Normal,0
0.018504,16,18,1540,1644,1783.398248,624297.5,671422.4375,4,4,1.208467,1.061177,74.403952,2.026037,255,3037608545,897945647,255,0.000582,0.00046,0.000122,96,91,0,0,7,0,7,6,1,6,0,0,0,8,8,0,Normal,0
3.5e-05,2,0,114,0,28571.42781,13028571.0,0.0,0,0,0.035,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,26,26,16,38,0,0,0,26,38,0,Generic,1
0.972367,10,8,534,354,17.483111,3957.353516,2550.477295,2,1,108.040778,122.953711,5988.48777,176.902719,255,465885564,281814355,255,0.180597,0.111238,0.069359,53,44,0,0,2,1,3,1,1,1,0,0,0,2,4,0,Normal,0
0.568574,16,10,980,556,43.96965,12930.59473,7049.214355,5,3,37.841333,55.593,1853.955491,75.282594,255,1226977337,1107461986,255,0.090421,0.068218,0.022203,61,56,0,0,5,1,1,1,1,5,0,0,0,1,5,0,Normal,0
5e-06,2,0,200,0,200000.0051,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,2,2,2,2,0,0,0,2,11,0,Analysis,1
6e-06,2,0,958,0,166666.6608,638666624.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,479,0,0,0,33,2,13,13,1,33,0,0,0,13,33,0,Normal,0
0.035927,84,86,4862,77276,4703.982895,1069947.375,17007376.0,7,36,0.428205,0.416906,0.0,21.373347,255,501795442,520683032,255,0.000618,0.000486,0.000132,58,899,0,0,9,0,9,1,1,2,0,0,0,6,5,0,Normal,0
0.176807,10,6,996,268,84.838269,40586.62891,10135.3457,2,1,19.440667,27.927801,978.691075,42.115406,255,1584530590,2188263372,255,0.058939,0.037164,0.021775,100,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
8e-06,2,0,200,0,125000.0003,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,11,6,0,DoS,1
0.026939,46,48,2854,30622,3452.244078,829132.5,8904562.0,7,17,0.591422,0.557085,39.204227,37.860119,255,199993605,2358967885,255,0.000879,0.000748,0.000131,62,638,0,0,2,0,5,1,1,1,0,0,0,10,8,0,Normal,0
0.995681,10,8,958,354,17.073742,6933.947754,2490.757568,2,1,110.532444,134.143141,7373.170488,185.591281,255,1949186253,1517344471,255,0.157238,0.056669,0.100569,96,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
