dur,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
1.105941,14,18,1684,10168,28.030427,11313.44238,69472.05469,3,5,85.041923,65.028824,8810.762966,7714.648701,255,681238277,682168514,255,0.000551,0.000448,0.000103,120,565,1,3924,1,0,2,1,1,1,0,0,1,1,1,0,0
1.136338,18,8,13158,354,22.000496,87488.05469,2182.449219,6,1,64.998708,150.330719,4995.606522,246.858359,255,3726050822,2490470812,255,0.172912,0.084016,0.088896,731,44,0,0,3,1,1,1,1,1,0,0,0,2,1,0,0
1.1e-05,2,0,1448,0,90909.0902,526545440.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,724,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
5e-06,2,0,114,0,200000.0051,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,5,7,0,1
0.000994,2,2,146,178,3018.108646,587525.125,716297.8125,0,0,0.001,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,2,1,1,2,0,0,0,4,2,0,0
0.721503,14,12,798,682,34.64989,8216.181641,6941.065918,4,4,53.330231,59.148,2677.014469,68.765125,255,2602684498,74517891,255,0.096608,0.070864,0.025744,57,57,0,0,2,1,1,1,1,1,0,0,0,1,2,0,1
5e-06,2,0,114,0,200000.0051,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,1
0.090802,96,98,5486,92746,2125.503868,478315.4688,8087927.5,7,42,0.952432,0.931124,0.0,59.672311,255,3027089581,896424031,255,0.000609,0.00048,0.000129,57,946,0,0,5,0,5,1,1,2,0,0,0,5,3,0,0
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,1
0.3236,6,2,1012,86,21.631644,20865.26563,1063.040771,2,1,64.72,0.006,3938.067255,0.0,255,3172055887,3137490032,255,0.274058,0.190636,0.083422,169,43,0,0,5,3,3,3,1,5,0,0,0,3,5,0,0
1e-05,2,0,78,0,100000.0025,31200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,7,2,1,1,1,7,0,0,0,1,7,0,0
9e-06,2,0,1064,0,111111.1072,472888864.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,22,2,6,6,1,22,0,0,0,6,22,0,0
0.018688,16,18,1540,1644,1765.838971,618150.6875,664811.625,4,4,1.2246,1.061647,73.812796,2.231786,255,3478649760,3482848064,255,0.000768,0.000637,0.000131,96,91,0,0,14,0,9,6,1,6,0,0,0,11,16,0,0
1.469407,72,28,70035,2134,67.374119,376004.75,11204.52051,33,8,20.686634,53.129891,1638.919647,61.868164,255,4041203864,3018437106,255,0.066615,0.034892,0.031723,973,76,0,0,1,1,3,1,1,4,0,0,0,3,1,0,1
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,7,7,3,7,0,0,0,7,18,0,1
4e-06,2,0,104,0,250000.0006,104000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,12,2,2,2,1,2,0,0,0,2,6,0,1
1.307497,16,10,860,556,19.120502,4937.678711,3065.398926,4,3,87.110998,135.139672,4758.931434,193.550141,255,436000571,2630126554,255,0.195876,0.091239,0.104637,54,56,0,0,1,1,17,1,1,1,0,0,0,1,1,0,0
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,18,18,18,26,0,0,0,18,26,0,1
14.607386,4,0,180,0,0.205376,73.935204,0.0,3,0,4869.1285,0.0,6885.982,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,16,6,13,2,2,13,0,0,0,14,13,0,0
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,37,2,32,32,18,37,0,0,0,32,37,0,1
1.080477,16,8,9994,354,21.286895,69376.76563,2295.282471,5,1,69.521931,147.215141,6828.380483,215.833734,255,2377459089,2744223644,255,0.11808,0.049962,0.068118,625,44,0,0,4,1,1,1,1,3,0,0,0,2,3,0,0
0.988907,10,6,618,268,15.168262,4505.984863,1812.101685,2,1,107.251778,181.168594,5581.3449,272.5125,255,3454531453,1505186380,255,0.167261,0.083063,0.084198,62,45,0,0,2,1,1,1,1,2,0,0,0,1,3,0,0
1.192027,14,10,2068,2144,19.294865,12892.32617,12952.72656,3,3,91.694387,126.641336,5015.980094,216.730484,255,76560591,4042888004,255,0.165418,0.051602,0.113816,148,214,1,157,1,1,1,1,1,25,0,0,1,3,1,0,1
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,25,25,25,34,0,0,0,25,34,0,1
9e-06,2,0,78,0,111111.1072,34666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,7,2,1,1,1,2,0,0,0,1,2,0,0
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,7,7,4,7,0,0,0,7,11,0,1
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,24,24,24,24,0,0,0,24,24,0,1
0.84698,10,6,588,268,17.709982,5006.021484,2115.752441,2,1,88.412,147.836203,4852.22811,244.895969,255,328040620,3472804662,255,0.193475,0.10779,0.085685,59,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
0.719081,6,2,978,86,9.734648,9067.128906,478.388397,4,2,12455.28433,37370.404,955455.4902,37370.392,255,2055775688,3423921564,255,0.169535,0.077289,0.092246,163,43,0,0,9,3,2,2,2,5,0,0,0,4,5,0,0
1e-06,2,0,114,0,1000000.003,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,19,19,19,30,0,0,0,22,30,0,1
3e-06,2,0,180,0,333333.3215,239999984.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,4,4,4,29,0,0,0,4,29,0,1
0.873497,30,14,27322,764,49.227415,241896.6563,6502.598145,12,4,30.120586,62.355,2203.819808,91.487742,255,101930109,322496699,255,0.101273,0.052453,0.04882,911,55,0,0,3,1,1,1,1,3,0,0,0,1,3,0,0
0.000972,2,2,132,164,3086.419725,543209.875,674897.125,0,0,0.003,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,5,0,6,4,2,3,0,0,0,13,4,0,0
0.308066,12,8,732,468,61.675093,17424.83789,10647.06836,3,2,26.654727,42.443145,1389.428089,59.078789,255,3575341216,3001201942,255,0.058238,0.010954,0.047284,61,59,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.121372,92,164,5696,192828,2100.97882,371420.0938,12632436.0,10,71,1.330077,0.741184,80.523125,46.504941,255,1499961449,1503525741,255,0.000687,0.000555,0.000132,62,1176,0,0,8,0,8,6,1,6,0,0,0,8,10,0,0
0.921987,20,0,1280,0,20.607666,10551.125,0.0,0,0,48.525633,0.0,52.253805,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,1
1e-06,2,0,114,0,1000000.003,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,25,25,10,27,0,0,0,25,27,0,1
1.431043,14,12,662,682,17.469775,3438.051758,3499.54541,3,4,110.080233,121.906273,5979.750643,192.522734,255,875181298,1286361463,255,0.125811,0.037741,0.08807,47,57,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
3.074767,82,452,4326,610033,173.346462,11120.19141,1583688.125,2,217,37.960087,6.739224,1993.994756,914.842071,255,1996794419,238273777,255,0.05979,0.012226,0.047564,53,1350,0,0,1,1,1,1,1,1,0,0,0,8,1,0,1
4.343017,24,22,1288,1650,10.36146,2274.91626,2901.208984,7,9,188.826823,200.214,10581.6351,352.894,255,1981522460,2692151444,255,0.198675,0.107181,0.091494,54,75,0,0,1,1,2,1,1,2,0,0,0,2,1,0,1
5e-06,2,0,1924,0,200000.0051,1539200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,962,0,0,0,3,2,3,1,1,2,0,0,0,1,6,0,0
1.9e-05,2,0,200,0,125000.0003,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,4,4,4,4,0,0,0,11,10,0,1
0.001053,2,2,130,162,2849.002888,493827.1563,615384.625,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,6,2,1,2,0,0,0,12,2,0,0
0.776762,10,6,1006,268,19.310934,9331.042969,2307.012939,2,1,82.643111,134.217594,4367.167352,224.578109,255,2210162298,1021067125,255,0.17405,0.105664,0.068386,101,45,0,0,5,1,2,1,1,2,0,0,0,2,5,0,1
4e-06,2,0,104,0,250000.0006,104000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,1,1,1,1,0,0,0,1,3,0,1
0.007008,22,14,1470,1728,4994.292372,1602739.75,1832191.875,5,4,0.333714,0.445231,24.934686,0.645037,255,1760610396,1761502179,255,0.000682,0.000556,0.000126,67,123,0,0,4,0,5,1,1,1,0,0,0,1,10,0,0
0.00993,36,38,2334,16290,7351.460437,1828801.625,12779054.0,7,12,0.274629,0.257861,15.625542,14.765334,255,2975409721,2975761764,255,0.000781,0.000637,0.000144,65,429,0,0,7,0,3,1,1,1,0,0,0,6,5,0,0
0.190535,10,12,796,7520,110.215974,30104.70703,289458.625,2,4,21.170556,16.471818,1116.77101,1539.329341,255,488788550,4184400524,255,0.050836,0.005821,0.045015,80,627,1,3279,1,1,1,1,1,1,0,0,1,2,1,0,1
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,7,7,4,7,0,0,0,7,14,0,1
0.047029,14,8,8928,424,446.532992,1410363.875,63109.99609,4,1,3.617615,6.617714,392.583763,16.072722,255,935492676,3517679287,255,0.000715,0.000561,0.000154,638,53,0,0,3,0,6,1,1,3,0,0,0,5,3,0,0
0.02434,52,42,37178,3380,3820.870994,11984881.0,1084634.375,18,8,0.470471,0.579805,26.487116,1.099915,255,2947226810,2948298029,255,0.0007,0.000564,0.000136,715,80,0,0,1,0,2,1,1,1,0,0,0,7,2,0,0
0.197921,10,6,1734,268,75.787817,63095.88281,9054.118164,2,1,18.933778,33.387801,991.16879,47.577852,255,4185655317,3969793106,255,0.069091,0.030981,0.03811,173,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,18,18,18,24,0,0,0,19,24,0,1
9e-06,2,0,200,0,111111.1072,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,3,7,0,1
0.015483,44,46,2766,24004,5748.239888,1397145.25,12133566.0,7,16,0.352465,0.331711,0.0,21.529316,255,1205123894,1213481111,255,0.000704,0.000552,0.000152,63,522,0,0,12,0,1,1,1,1,0,0,0,2,3,0,0
0.761421,14,10,774,556,30.206678,7554.296387,5263.841797,4,3,56.721692,77.008,3117.593335,99.104266,255,2418753059,1146948176,255,0.100182,0.06834,0.031842,55,56,0,0,3,1,2,1,1,3,0,0,0,1,3,0,0
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,25,25,25,31,0,0,0,28,31,0,1
0.021361,52,40,37496,3276,4260.100016,13772763.0,1196573.125,18,8,0.411627,0.534051,23.027822,1.038345,255,847704502,2998310723,255,0.000664,0.000529,0.000135,721,82,0,0,1,0,3,1,1,1,0,0,0,5,1,0,0
0.001148,2,2,146,178,2613.240395,508710.7813,620209.0625,0,0,0.011,0.011,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,2,1,1,1,0,0,0,2,2,0,0
8e-06,2,0,200,0,125000.0003,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,6,6,6,8,0,0,0,23,8,0,1
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,37,2,37,37,22,37,0,0,0,37,37,0,1
1.156094,10,8,574,354,14.704687,3577.563965,2145.154297,2,1,128.436556,150.002,7713.662873,220.881687,255,939047998,2832100341,255,0.16662,0.106077,0.060543,57,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,7,7,4,7,0,0,0,7,10,0,1
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,41,2,21,21,21,41,0,0,0,21,41,0,1
0.747948,10,8,534,354,22.728853,5144.742676,3315.738525,2,1,77.991,96.661859,4976.076859,131.321891,255,281651268,2799320460,255,0.1457,0.071312,0.074388,53,44,0,0,2,1,2,1,1,2,0,0,0,1,2,0,0
1.931356,32,12,22784,642,22.264151,91425.92188,2439.736816,12,3,62.301806,168.402906,4464.634375,263.009656,255,724064756,3616104072,255,0.144432,0.07831,0.066122,712,54,0,0,2,1,1,1,1,2,0,0,0,2,2,0,0
8e-06,2,0,200,0,125000.0003,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,3,3,3,3,0,0,0,3,17,0,1
0.989131,14,12,3284,678,25.274712,24668.11914,5030.678711,4,4,76.087002,77.65618,3734.219211,116.973672,255,3664703989,1977434238,255,0.187435,0.112143,0.075292,235,57,0,0,4,1,1,1,1,4,0,0,0,1,4,0,0
3e-06,2,0,200,0,333333.3215,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,2,3,0,1
31.281267,4,0,156,0,0.095904,29.922062,0.0,0,0,10427.089,0.0,14746.123,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,12,2,2,2,1,2,0,0,0,5,9,0,1
0.038935,84,86,4862,77276,4340.567812,987286.5625,15693439.0,7,36,0.465289,0.450965,24.575014,24.708489,255,2103719081,4273435775,255,0.000736,0.0006,0.000136,58,899,0,0,5,0,1,1,1,1,0,0,0,1,3,0,0
0.011558,10,6,8320,312,1297.802388,5182903.5,179961.9375,2,0,1.284222,2.203,1.966128,2.696695,255,3027436122,3013125054,255,0.0,0.0,0.0,832,52,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0
2.304305,18,20,1032,2746,16.056902,3384.968506,9057.828125,6,7,135.547353,115.626633,7365.219799,154.823328,255,3399579628,652663782,255,0.1482,0.074747,0.073453,57,137,0,0,1,1,2,1,1,1,0,0,0,1,1,0,1
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,14,14,14,14,0,0,0,14,14,0,1
0.001772,4,4,512,304,3950.338626,1733634.375,1029345.375,0,0,0.446667,0.237333,0.623905,0.327867,0,0,0,0,0.0,0.0,0.0,128,76,0,0,3,0,3,1,1,1,0,0,0,1,1,0,0
1.603635,6,2,998,86,4.365083,4150.570312,214.512665,2,1,320.727,0.003,16513.75567,0.0,255,4147071057,3900535351,33,0.999607,0.781072,0.218535,166,43,0,0,2,3,1,1,1,2,0,0,0,1,2,0,0
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,18,18,18,29,0,0,0,18,29,0,1
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,6,6,3,6,0,0,0,7,14,0,1
0.00434,22,14,1470,1728,8064.516157,2588018.5,2958525.25,5,4,0.206667,0.274077,12.655516,0.358339,255,732472438,732797723,255,0.000758,0.000643,0.000115,67,123,0,0,4,0,5,1,1,3,0,0,0,6,7,0,0
1.1e-05,2,0,104,0,90909.0902,37818180.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,1,0,0,0,2,3,0,1
1.399241,10,16,994,10064,17.86683,5117.060059,53943.53125,2,5,155.431111,93.245264,14042.68313,10874.08611,255,675223603,676204100,255,0.000695,0.000558,0.000137,99,629,1,3924,2,0,2,1,1,1,0,0,1,3,1,0,0
1.621482,12,8,994,726,11.717675,4499.587402,3137.870117,3,2,140.594912,219.999578,8010.932638,323.032125,255,3889303451,46363360,255,0.168951,0.081483,0.087468,83,91,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1
0.106576,96,164,5904,192828,2430.190591,438597.7813,14386203.0,10,71,1.118347,0.650951,63.401162,38.638922,255,937509546,3090534492,255,0.000587,0.000468,0.000119,62,1176,0,0,17,0,11,7,2,8,0,0,0,13,11,0,0
3e-06,2,0,90,0,333333.3215,119999992.0,0.0,1,0,0.003,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,10,6,3,1,1,8,0,0,0,4,7,0,0
0.196524,10,6,890,268,76.326558,32606.70508,9118.479492,2,1,20.703222,35.755398,1377.776881,60.125266,255,914306212,4244483981,255,0.030398,0.017746,0.012652,89,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
5e-06,2,0,168,0,200000.0051,134400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,5,1,1,1,0,0,0,5,13,0,1
0.575083,21,15,1194,1046,60.860778,15830.75781,13591.08106,4,4,28.75415,27.185285,60.05043,72.728758,255,2210674063,2211590093,255,0.0,0.0,0.0,57,70,0,0,2,0,5,1,1,4,0,1,0,5,1,0,0
8e-06,2,0,200,0,125000.0003,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,2,2,2,2,0,0,0,2,9,0,1
2.934965,26,20,7641,1778,15.332381,20028.85938,4606.528809,10,8,117.398598,147.617047,6991.489093,209.212156,255,3942901576,3930402016,255,0.273741,0.12952,0.144221,294,89,0,0,1,1,2,1,1,1,0,0,0,1,1,0,1
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,22,2,20,20,11,22,0,0,0,21,22,0,1
0.482278,10,6,534,268,31.102394,7978.800781,3715.699219,2,1,48.925556,84.868,2687.31298,113.573961,255,3270431884,2615890359,255,0.100293,0.057928,0.042365,53,45,0,0,3,1,2,2,1,3,0,0,0,2,3,0,0
0.004652,4,4,568,304,1504.729138,732588.125,392089.4063,0,0,1.181667,1.072667,1.661233,1.51203,0,0,0,0,0.0,0.0,0.0,142,76,0,0,12,0,4,1,1,3,0,0,0,3,4,0,0
3e-06,2,0,180,0,333333.3215,239999984.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1.1e-05,2,0,1094,0,90909.0902,397818176.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,547,0,0,0,12,2,6,6,1,12,0,0,0,6,12,0,0
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,26,25,25,27,0,0,0,26,26,0,1
0.533053,22,8,19486,354,54.403598,279161.75,4652.445801,8,1,25.383475,67.824859,1844.863842,99.793102,255,652518686,1722269957,255,0.135339,0.057553,0.077786,886,44,0,0,9,1,1,1,1,3,0,0,0,2,3,0,0
1.54985,48,230,2304,283058,178.726975,11644.99805,1454736.875,6,113,32.97553,6.738118,1705.26592,772.283986,255,1386790622,1418391427,255,0.050677,0.006065,0.044612,48,1231,0,0,1,1,1,1,1,2,0,0,0,1,1,0,1
0.245575,8,12,424,8824,77.36944,12085.9209,263512.1563,1,4,35.017143,22.277181,2250.941454,1789.837634,255,3079695371,3190014777,255,0.000619,0.000521,9.8e-05,53,735,0,0,1,0,2,1,1,1,0,0,0,6,1,0,0
0.030273,16,18,1540,1644,1090.080278,381594.1563,410398.7188,4,4,1.9968,1.753235,115.654858,3.249451,255,62545259,78638255,255,0.000585,0.000462,0.000123,96,91,0,0,10,0,7,5,1,5,0,0,0,7,15,0,0
0.179238,10,6,1156,268,83.687608,46463.35938,9997.879883,2,1,18.554111,34.526398,992.885238,60.105977,255,3188038398,49530677,255,0.054832,0.006582,0.04825,116,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
0.874035,32,12,27468,642,49.197114,243560.0469,5391.088379,13,3,27.598032,73.409273,1959.657075,91.914563,255,4116407642,558004730,255,0.12713,0.066527,0.060603,858,54,0,0,5,1,2,2,1,4,0,0,0,2,5,0,0
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,4,4,4,4,0,0,0,5,13,0,1
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,52,2,43,43,25,52,0,0,0,43,52,0,1
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,18,18,18,29,0,0,0,19,29,0,1
0.186056,10,6,634,268,80.620887,24551.74805,9631.508789,2,1,18.845111,35.353,995.709839,58.426707,255,3718987471,2805337410,255,0.056565,0.009288,0.047277,63,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1
1.2e-05,2,0,640,0,83333.33039,213333328.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,320,0,0,0,6,2,2,2,2,2,0,0,0,5,2,0,1
0.71077,10,10,608,646,26.731572,6167.958496,6550.64209,2,3,78.974444,67.466781,4061.514785,91.139617,255,2481681732,4263338228,255,0.166531,0.081639,0.084892,61,65,0,0,6,1,1,1,1,2,0,0,0,2,2,0,0
6e-06,2,0,90,0,166666.6608,59999996.0,0.0,1,0,0.006,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,5,6,3,1,1,5,0,0,0,3,6,0,0
7e-06,2,0,104,0,142857.1409,59428572.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,2,2,2,2,3,0,0,0,2,3,0,0
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,5,2,5,5,5,5,0,0,0,5,5,0,1
1e-06,2,0,114,0,1000000.003,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,4,4,4,4,0,0,0,4,12,0,1
0.862546,10,10,836,1162,22.02781,6983.975098,9701.511719,2,2,95.838444,83.346336,5828.839359,142.417016,255,1944275236,3831317609,255,0.147538,0.111675,0.035863,84,116,1,131,3,1,1,2,1,2,0,0,1,4,2,0,0
3.091748,12,2,1272,96,4.204741,3017.063477,124.201584,6,1,281.068,0.01,20009.3638,0.0,255,2219059864,2561263615,255,0.130346,0.076145,0.054201,106,48,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
1e-05,2,0,90,0,100000.0025,36000000.0,0.0,1,0,0.01,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,7,6,1,1,1,22,0,0,0,2,5,0,0
3e-06,2,0,90,0,333333.3215,119999992.0,0.0,1,0,0.003,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,9,6,2,1,1,6,0,0,0,3,6,0,0
0.794858,10,8,794,1078,21.387469,7196.253906,9501.068359,2,2,88.317556,99.64643,5162.803028,201.627391,255,1705655325,1608678222,255,0.169436,0.096651,0.072785,79,135,1,137,2,1,2,1,1,2,0,0,1,1,2,0,0
0.005272,24,20,2158,1918,8156.297271,3139605.5,2766312.5,6,5,0.229217,0.24,13.715676,14.146522,255,3515180829,1370111979,255,0.000706,0.000571,0.000135,90,96,0,0,6,0,3,1,1,1,0,0,0,4,5,0,0
7e-06,2,0,114,0,142857.1409,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,7,7,4,7,0,0,0,7,17,0,1
3e-06,2,0,168,0,333333.3215,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,5,2,5,1,1,1,0,0,0,2,6,0,1
0.16122,22,24,1920,4312,279.121698,90956.46094,205086.2188,6,6,7.660381,6.983087,483.199226,463.414361,255,3314422686,3314738376,255,0.000733,0.000598,0.000135,87,180,0,0,10,0,2,1,1,1,0,0,0,1,13,0,0
9e-06,2,0,168,0,111111.1072,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,10,1,0,1
1e-06,2,0,114,0,1000000.003,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,45,2,41,41,24,45,0,0,0,41,45,0,1
